"Method","E_const","DP_const","R_const","Threads","Attempt","Image","Time"
seam-carving-omp-opt,5000,100,1000,16,0,7680x4320.png, 15.988065 s
seam-carving-omp-opt,5000,100,1000,16,0,1920x1200.png, 1.474867 s
seam-carving-omp-opt,5000,100,1000,16,0,1024x768.png, 0.905352 s
seam-carving-omp-opt,5000,100,1000,16,0,3840x2160.png, 5.344142 s
seam-carving-omp-opt,5000,100,1000,16,0,test.png, 0.739426 s
seam-carving-omp-opt,5000,100,5000,16,0,valve.png, 0.377895 s
seam-carving-omp-opt,5000,100,5000,16,0,720x480.png, 0.455196 s
seam-carving-omp-opt,5000,100,5000,16,0,7680x4320.png, 23.919473 s
seam-carving-omp-opt,5000,100,5000,16,0,1920x1200.png, 1.471200 s
seam-carving-omp-opt,5000,100,5000,16,0,1024x768.png, 0.875941 s
seam-carving-omp-opt,5000,100,5000,16,0,3840x2160.png, 7.138653 s
seam-carving-omp-opt,5000,100,5000,16,0,test.png, 0.741522 s
